state,lga,party,votes
Abia,Umuahia North,LP,27668
Abia,Umuahia North,APC,7225
Abia,Umuahia North,PDP,4843
Abia,Umuahia North,APGA,1816
Abia,Umuahia North,ADC,457
Abia,Aba South,LP,22014
Abia,Aba South,PDP,3348
Abia,Aba South,APGA,1762
Abia,Isiala Ngwa North,LP,7323
Abia,Isiala Ngwa North,APC,838
Abia,Isiala Ngwa North,PDP,21741
Abia,Isiala Ngwa North,APGA,225
Abia,Aba North,LP,20974
Abia,Aba North,PDP,4146
Abia,Aba North,APGA,1404
Abia,Aba North,YPP,2296
Abia,Umuahia South,LP,16187
Abia,Umuahia South,PDP,5464
Abia,Arochukwu,LP,12689
Abia,Arochukwu,APC,1082
Abia,Arochukwu,PDP,1280
Abia,Ohafia,LP,11848
Abia,Ohafia,APC,1354
Abia,Ohafia,PDP,4128
Abia,Ohafia,APGA,945
Abia,Osisioma,LP,7032
Abia,Osisioma,APC,504
Abia,Osisioma,PDP,4699
Abia,Osisioma,APGA,292
Abia,Osisioma,YPP,8839
Abia,Osisioma,ADC,332
Abia,Obingwa,LP,3776
Abia,Obingwa,APC,721
Abia,Obingwa,PDP,9962
Abia,Obingwa,APGA,1445
Abia,Bende,LP,9886
Abia,Bende,APC,2143
Abia,Bende,PDP,3410
Abia,Bende,APGA,847
Abia,Isiala Ngwa South,LP,7589
Abia,Isiala Ngwa South,APC,1580
Abia,Isiala Ngwa South,PDP,9093
Abia,Isiala Ngwa South,APGA,366
Abia,Isuikwuato,LP,8228
Abia,Isuikwuato,PDP,2204
Abia,Isuikwuato,APGA,3662
Abia,Ikwuano,LP,7054
Abia,Ikwuano,APC,1198
Abia,Ikwuano,PDP,2427
Abia,Umunneochi,LP,5940
Abia,Umunneochi,APC,2034
Abia,Umunneochi,PDP,3198
Abia,Umunneochi,APGA,581
Abia,Ukwa West,LP,2833
Abia,Ukwa West,APC,1209
Abia,Ukwa West,PDP,4622
Abia,Ukwa West,APGA,830
Abia,Ugwunagbo,LP,2153
Abia,Ugwunagbo,PDP,2538
Abia,Ugwunagbo,YPP,1805
Abia,Ukwa East,LP,2273
Abia,Ukwa East,APC,560
Abia,Ukwa East,PDP,232
Abia,Ukwa East,APGA,646
Adamawa,Demsa,AA,6
Adamawa,Demsa,ADC,255
Adamawa,Demsa,ADP,104
Adamawa,Demsa,APC,11798
Adamawa,Demsa,APGA,28
Adamawa,Demsa,APM,14
Adamawa,Demsa,APP,14
Adamawa,Demsa,LP,84
Adamawa,Demsa,NNPP,32
Adamawa,Demsa,NRM,77
Adamawa,Demsa,PDP,22958
Adamawa,Demsa,PRP,179
Adamawa,Demsa,SDP,146
Adamawa,Demsa,YPP,14
Adamawa,Demsa,ZLP,3
Adamawa,Fufore,AA,11
Adamawa,Fufore,ADC,100
Adamawa,Fufore,ADP,117
Adamawa,Fufore,APC,24777
Adamawa,Fufore,APGA,243
Adamawa,Fufore,APM,52
Adamawa,Fufore,APP,10
Adamawa,Fufore,LP,81
Adamawa,Fufore,NNPP,891
Adamawa,Fufore,NRM,64
Adamawa,Fufore,PDP,20409
Adamawa,Fufore,PRP,50
Adamawa,Fufore,SDP,217
Adamawa,Fufore,YPP,60
Adamawa,Fufore,ZLP,12
Adamawa,Ganye,AA,10
Adamawa,Ganye,ADC,80
Adamawa,Ganye,ADP,92
Adamawa,Ganye,APC,21605
Adamawa,Ganye,APGA,42
Adamawa,Ganye,APM,35
Adamawa,Ganye,APP,9
Adamawa,Ganye,LP,22
Adamawa,Ganye,NNPP,26
Adamawa,Ganye,NRM,59
Adamawa,Ganye,PDP,17883
Adamawa,Ganye,PRP,76
Adamawa,Ganye,SDP,69
Adamawa,Ganye,YPP,26
Adamawa,Ganye,ZLP,7
Adamawa,Girei,AA,8
Adamawa,Girei,ADC,48
Adamawa,Girei,ADP,82
Adamawa,Girei,APC,16140
Adamawa,Girei,APGA,26
Adamawa,Girei,APM,38
Adamawa,Girei,APP,7
Adamawa,Girei,LP,118
Adamawa,Girei,NNPP,933
Adamawa,Girei,NRM,44
Adamawa,Girei,PDP,17298
Adamawa,Girei,PRP,45
Adamawa,Girei,SDP,95
Adamawa,Girei,YPP,806
Adamawa,Girei,ZLP,27
Adamawa,Hong,AA,80
Adamawa,Hong,ADC,181
Adamawa,Hong,ADP,169
Adamawa,Hong,APC,18639
Adamawa,Hong,APGA,41
Adamawa,Hong,APM,29
Adamawa,Hong,APP,19
Adamawa,Hong,LP,295
Adamawa,Hong,NNPP,91
Adamawa,Hong,NRM,88
Adamawa,Hong,PDP,31443
Adamawa,Hong,PRP,29
Adamawa,Hong,SDP,247
Adamawa,Hong,YPP,44
Adamawa,Hong,ZLP,10
Adamawa,Madagali,AA,22
Adamawa,Madagali,ADC,282
Adamawa,Madagali,ADP,101
Adamawa,Madagali,APC,9650
Adamawa,Madagali,APGA,54
Adamawa,Madagali,APM,67
Adamawa,Madagali,APP,43
Adamawa,Madagali,LP,392
Adamawa,Madagali,NNPP,88
Adamawa,Madagali,NRM,116
Adamawa,Madagali,PDP,27351
Adamawa,Madagali,PRP,55
Adamawa,Madagali,SDP,209
Adamawa,Madagali,YPP,31
Adamawa,Madagali,ZLP,10
Adamawa,Maiha,AA,7
Adamawa,Maiha,ADC,27
Adamawa,Maiha,ADP,46
Adamawa,Maiha,APC,13242
Adamawa,Maiha,APGA,24
Adamawa,Maiha,APM,10
Adamawa,Maiha,APP,46
Adamawa,Maiha,LP,5
Adamawa,Maiha,NNPP,10
Adamawa,Maiha,NRM,33
Adamawa,Maiha,PDP,12792
Adamawa,Maiha,PRP,18
Adamawa,Maiha,SDP,14
Adamawa,Maiha,YPP,11
Adamawa,Maiha,ZLP,3
Adamawa,Mayo-Belwa,AA,8
Adamawa,Mayo-Belwa,ADC,98
Adamawa,Mayo-Belwa,ADP,60
Adamawa,Mayo-Belwa,APC,23576
Adamawa,Mayo-Belwa,APGA,22
Adamawa,Mayo-Belwa,APM,31
Adamawa,Mayo-Belwa,APP,14
Adamawa,Mayo-Belwa,LP,556
Adamawa,Mayo-Belwa,NNPP,230
Adamawa,Mayo-Belwa,NRM,37
Adamawa,Mayo-Belwa,PDP,20239
Adamawa,Mayo-Belwa,PRP,98
Adamawa,Mayo-Belwa,SDP,860
Adamawa,Mayo-Belwa,YPP,56
Adamawa,Mayo-Belwa,ZLP,29
Adamawa,Michika,AA,15
Adamawa,Michika,ADC,217
Adamawa,Michika,ADP,75
Adamawa,Michika,APC,15793
Adamawa,Michika,APGA,46
Adamawa,Michika,APM,40
Adamawa,Michika,APP,16
Adamawa,Michika,LP,59
Adamawa,Michika,NNPP,116
Adamawa,Michika,NRM,107
Adamawa,Michika,PDP,30262
Adamawa,Michika,PRP,54
Adamawa,Michika,SDP,28
Adamawa,Michika,YPP,35
Adamawa,Michika,ZLP,10
Adamawa,Mubi North,AA,232
Adamawa,Mubi North,ADC,113
Adamawa,Mubi North,ADP,129
Adamawa,Mubi North,APC,32342
Adamawa,Mubi North,APGA,36
Adamawa,Mubi North,APM,32
Adamawa,Mubi North,APP,11
Adamawa,Mubi North,LP,52
Adamawa,Mubi North,NNPP,158
Adamawa,Mubi North,NRM,50
Adamawa,Mubi North,PDP,17469
Adamawa,Mubi North,PRP,67
Adamawa,Mubi North,SDP,53
Adamawa,Mubi North,YPP,11
Adamawa,Mubi North,ZLP,6
Adamawa,Mubi South,AA,64
Adamawa,Mubi South,ADC,144
Adamawa,Mubi South,ADP,67
Adamawa,Mubi South,APC,18149
Adamawa,Mubi South,APGA,19
Adamawa,Mubi South,APM,14
Adamawa,Mubi South,APP,11
Adamawa,Mubi South,LP,47
Adamawa,Mubi South,NNPP,160
Adamawa,Mubi South,NRM,31
Adamawa,Mubi South,PDP,12686
Adamawa,Mubi South,PRP,19
Adamawa,Mubi South,SDP,340
Adamawa,Mubi South,YPP,14
Adamawa,Mubi South,ZLP,10
Adamawa,Numan,AA,8
Adamawa,Numan,ADC,138
Adamawa,Numan,ADP,91
Adamawa,Numan,APC,10626
Adamawa,Numan,APGA,19
Adamawa,Numan,APM,6
Adamawa,Numan,APP,6
Adamawa,Numan,LP,63
Adamawa,Numan,NNPP,28
Adamawa,Numan,NRM,45
Adamawa,Numan,PDP,17026
Adamawa,Numan,PRP,47
Adamawa,Numan,SDP,24
Adamawa,Numan,YPP,14
Adamawa,Numan,ZLP,3
Adamawa,Song,AA,5
Adamawa,Song,ADC,96
Adamawa,Song,ADP,126
Adamawa,Song,APC,19935
Adamawa,Song,APGA,47
Adamawa,Song,APM,67
Adamawa,Song,APP,21
Adamawa,Song,LP,438
Adamawa,Song,NNPP,1582
Adamawa,Song,NRM,86
Adamawa,Song,PDP,24744
Adamawa,Song,PRP,45
Adamawa,Song,SDP,350
Adamawa,Song,YPP,73
Adamawa,Song,ZLP,18
Adamawa,Toungo,AA,3
Adamawa,Toungo,ADC,49
Adamawa,Toungo,ADP,46
Adamawa,Toungo,APC,7161
Adamawa,Toungo,APGA,16
Adamawa,Toungo,APM,24
Adamawa,Toungo,APP,8
Adamawa,Toungo,LP,9
Adamawa,Toungo,NNPP,16
Adamawa,Toungo,NRM,38
Adamawa,Toungo,PDP,7884
Adamawa,Toungo,PRP,19
Adamawa,Toungo,SDP,103
Adamawa,Toungo,YPP,12
Adamawa,Toungo,ZLP,5
Adamawa,Yola North,AA,82
Adamawa,Yola North,ADC,332
Adamawa,Yola North,ADP,210
Adamawa,Yola North,APC,37886
Adamawa,Yola North,APGA,46
Adamawa,Yola North,APM,23
Adamawa,Yola North,APP,21
Adamawa,Yola North,LP,111
Adamawa,Yola North,NNPP,64
Adamawa,Yola North,NRM,61
Adamawa,Yola North,PDP,24877
Adamawa,Yola North,PRP,39
Adamawa,Yola North,SDP,1334
Adamawa,Yola North,YPP,57
Adamawa,Yola North,ZLP,12
Adamawa,Yola South,AA,15
Adamawa,Yola South,ADC,201
Adamawa,Yola South,ADP,228
Adamawa,Yola South,APC,32255
Adamawa,Yola South,APGA,48
Adamawa,Yola South,APM,27
Adamawa,Yola South,APP,20
Adamawa,Yola South,LP,54
Adamawa,Yola South,NNPP,119
Adamawa,Yola South,NRM,66
Adamawa,Yola South,PDP,21006
Adamawa,Yola South,PRP,56
Adamawa,Yola South,SDP,280
Adamawa,Yola South,YPP,32
Adamawa,Yola South,ZLP,5
Akwa Ibom,Uyo,A,50
Akwa Ibom,Uyo,AA,15
Akwa Ibom,Uyo,AAC,33
Akwa Ibom,Uyo,ADC,238
Akwa Ibom,Uyo,ADP,83
Akwa Ibom,Uyo,APC,8267
Akwa Ibom,Uyo,APGA,40
Akwa Ibom,Uyo,APM,52
Akwa Ibom,Uyo,APP,18
Akwa Ibom,Uyo,BP,28
Akwa Ibom,Uyo,LP,1447
Akwa Ibom,Uyo,NNPP,3229
Akwa Ibom,Uyo,NRM,82
Akwa Ibom,Uyo,PDP,25149
Akwa Ibom,Uyo,PRP,22
Akwa Ibom,Uyo,SDP,60
Akwa Ibom,Uyo,YPP,13810
Akwa Ibom,Uyo,ZLP,55
Akwa Ibom,Ibiono Ibom,A,3
Akwa Ibom,Ibiono Ibom,AA,8
Akwa Ibom,Ibiono Ibom,AAC,14
Akwa Ibom,Ibiono Ibom,ADC,3
Akwa Ibom,Ibiono Ibom,ADP,12
Akwa Ibom,Ibiono Ibom,APC,398
Akwa Ibom,Ibiono Ibom,APGA,3
Akwa Ibom,Ibiono Ibom,APM,6
Akwa Ibom,Ibiono Ibom,APP,12
Akwa Ibom,Ibiono Ibom,BP,1
Akwa Ibom,Ibiono Ibom,LP,29
Akwa Ibom,Ibiono Ibom,NNPP,454
Akwa Ibom,Ibiono Ibom,NRM,19
Akwa Ibom,Ibiono Ibom,PDP,7066
Akwa Ibom,Ibiono Ibom,PRP,33
Akwa Ibom,Ibiono Ibom,SDP,20
Akwa Ibom,Ibiono Ibom,YPP,21992
Akwa Ibom,Ibiono Ibom,ZLP,28
Akwa Ibom,Ika,A,0
Akwa Ibom,Ika,AA,0
Akwa Ibom,Ika,AAC,4
Akwa Ibom,Ika,ADC,9
Akwa Ibom,Ika,ADP,13
Akwa Ibom,Ika,APC,2908
Akwa Ibom,Ika,APGA,5
Akwa Ibom,Ika,APM,4
Akwa Ibom,Ika,APP,1
Akwa Ibom,Ika,BP,0
Akwa Ibom,Ika,LP,7
Akwa Ibom,Ika,NNPP,160
Akwa Ibom,Ika,NRM,8
Akwa Ibom,Ika,PDP,4361
Akwa Ibom,Ika,PRP,6
Akwa Ibom,Ika,SDP,4
Akwa Ibom,Ika,YPP,1301
Akwa Ibom,Ika,ZLP,16
Akwa Ibom,Mbo,A,6
Akwa Ibom,Mbo,AA,9
Akwa Ibom,Mbo,AAC,14
Akwa Ibom,Mbo,ADC,30
Akwa Ibom,Mbo,ADP,11
Akwa Ibom,Mbo,APC,4167
Akwa Ibom,Mbo,APGA,9
Akwa Ibom,Mbo,APM,8
Akwa Ibom,Mbo,APP,0
Akwa Ibom,Mbo,BP,1
Akwa Ibom,Mbo,LP,22
Akwa Ibom,Mbo,NNPP,60
Akwa Ibom,Mbo,NRM,15
Akwa Ibom,Mbo,PDP,6635
Akwa Ibom,Mbo,PRP,4
Akwa Ibom,Mbo,SDP,3
Akwa Ibom,Mbo,YPP,1128
Akwa Ibom,Mbo,ZLP,19
Akwa Ibom,Obot Akara,A,34
Akwa Ibom,Obot Akara,AA,11
Akwa Ibom,Obot Akara,AAC,6
Akwa Ibom,Obot Akara,ADC,13
Akwa Ibom,Obot Akara,ADP,12
Akwa Ibom,Obot Akara,APC,4022
Akwa Ibom,Obot Akara,APGA,7
Akwa Ibom,Obot Akara,APM,6
Akwa Ibom,Obot Akara,APP,3
Akwa Ibom,Obot Akara,BP,0
Akwa Ibom,Obot Akara,LP,72
Akwa Ibom,Obot Akara,NNPP,156
Akwa Ibom,Obot Akara,NRM,14
Akwa Ibom,Obot Akara,PDP,10884
Akwa Ibom,Obot Akara,PRP,2
Akwa Ibom,Obot Akara,SDP,9
Akwa Ibom,Obot Akara,YPP,2454
Akwa Ibom,Obot Akara,ZLP,14
Akwa Ibom,Abak,A,15
Akwa Ibom,Abak,AA,8
Akwa Ibom,Abak,AAC,20
Akwa Ibom,Abak,ADC,86
Akwa Ibom,Abak,ADP,33
Akwa Ibom,Abak,APC,11249
Akwa Ibom,Abak,APGA,16
Akwa Ibom,Abak,APM,18
Akwa Ibom,Abak,APP,11
Akwa Ibom,Abak,BP,4
Akwa Ibom,Abak,LP,436
Akwa Ibom,Abak,NNPP,342
Akwa Ibom,Abak,NRM,16
Akwa Ibom,Abak,PDP,12847
Akwa Ibom,Abak,PRP,10
Akwa Ibom,Abak,SDP,15
Akwa Ibom,Abak,YPP,4954
Akwa Ibom,Abak,ZLP,43
Akwa Ibom,Ibesikpo Asutan,A,30
Akwa Ibom,Ibesikpo Asutan,AA,5
Akwa Ibom,Ibesikpo Asutan,AAC,14
Akwa Ibom,Ibesikpo Asutan,ADC,56
Akwa Ibom,Ibesikpo Asutan,ADP,29
Akwa Ibom,Ibesikpo Asutan,APC,7737
Akwa Ibom,Ibesikpo Asutan,APGA,15
Akwa Ibom,Ibesikpo Asutan,APM,11
Akwa Ibom,Ibesikpo Asutan,APP,4
Akwa Ibom,Ibesikpo Asutan,BP,3
Akwa Ibom,Ibesikpo Asutan,LP,122
Akwa Ibom,Ibesikpo Asutan,NNPP,318
Akwa Ibom,Ibesikpo Asutan,NRM,40
Akwa Ibom,Ibesikpo Asutan,PDP,15334
Akwa Ibom,Ibesikpo Asutan,PRP,10
Akwa Ibom,Ibesikpo Asutan,SDP,4
Akwa Ibom,Ibesikpo Asutan,YPP,2569
Akwa Ibom,Ibesikpo Asutan,ZLP,16
Akwa Ibom,Oruk Anam,A,7
Akwa Ibom,Oruk Anam,AA,15
Akwa Ibom,Oruk Anam,AAC,17
Akwa Ibom,Oruk Anam,ADC,37
Akwa Ibom,Oruk Anam,ADP,24
Akwa Ibom,Oruk Anam,APC,6743
Akwa Ibom,Oruk Anam,APGA,14
Akwa Ibom,Oruk Anam,APM,14
Akwa Ibom,Oruk Anam,APP,4
Akwa Ibom,Oruk Anam,BP,3
Akwa Ibom,Oruk Anam,LP,82
Akwa Ibom,Oruk Anam,NNPP,397
Akwa Ibom,Oruk Anam,NRM,28
Akwa Ibom,Oruk Anam,PDP,16381
Akwa Ibom,Oruk Anam,PRP,10
Akwa Ibom,Oruk Anam,SDP,12
Akwa Ibom,Oruk Anam,YPP,3775
Akwa Ibom,Oruk Anam,ZLP,15
Akwa Ibom,Nsit Atai,A,30
Akwa Ibom,Nsit Atai,AA,2
Akwa Ibom,Nsit Atai,AAC,7
Akwa Ibom,Nsit Atai,ADC,15
Akwa Ibom,Nsit Atai,ADP,9
Akwa Ibom,Nsit Atai,APC,3418
Akwa Ibom,Nsit Atai,APGA,6
Akwa Ibom,Nsit Atai,APM,11
Akwa Ibom,Nsit Atai,APP,0
Akwa Ibom,Nsit Atai,BP,1
Akwa Ibom,Nsit Atai,LP,16
Akwa Ibom,Nsit Atai,NNPP,451
Akwa Ibom,Nsit Atai,NRM,14
Akwa Ibom,Nsit Atai,PDP,9938
Akwa Ibom,Nsit Atai,PRP,5
Akwa Ibom,Nsit Atai,SDP,4
Akwa Ibom,Nsit Atai,YPP,1818
Akwa Ibom,Nsit Atai,ZLP,5
Akwa Ibom,Etim Ekpo,A,10
Akwa Ibom,Etim Ekpo,AA,2
Akwa Ibom,Etim Ekpo,AAC,12
Akwa Ibom,Etim Ekpo,ADC,25
Akwa Ibom,Etim Ekpo,ADP,24
Akwa Ibom,Etim Ekpo,APC,4368
Akwa Ibom,Etim Ekpo,APGA,2
Akwa Ibom,Etim Ekpo,APM,6
Akwa Ibom,Etim Ekpo,APP,3
Akwa Ibom,Etim Ekpo,BP,2
Akwa Ibom,Etim Ekpo,LP,55
Akwa Ibom,Etim Ekpo,NNPP,269
Akwa Ibom,Etim Ekpo,NRM,19
Akwa Ibom,Etim Ekpo,PDP,7383
Akwa Ibom,Etim Ekpo,PRP,2
Akwa Ibom,Etim Ekpo,SDP,12
Akwa Ibom,Etim Ekpo,YPP,2429
Akwa Ibom,Etim Ekpo,ZLP,8
Akwa Ibom,Ukanafun,A,3
Akwa Ibom,Ukanafun,AA,1
Akwa Ibom,Ukanafun,AAC,8
Akwa Ibom,Ukanafun,ADC,27
Akwa Ibom,Ukanafun,ADP,20
Akwa Ibom,Ukanafun,APC,5036
Akwa Ibom,Ukanafun,APGA,6
Akwa Ibom,Ukanafun,APM,10
Akwa Ibom,Ukanafun,APP,1
Akwa Ibom,Ukanafun,BP,2
Akwa Ibom,Ukanafun,LP,33
Akwa Ibom,Ukanafun,NNPP,496
Akwa Ibom,Ukanafun,NRM,17
Akwa Ibom,Ukanafun,PDP,11348
Akwa Ibom,Ukanafun,PRP,7
Akwa Ibom,Ukanafun,SDP,11
Akwa Ibom,Ukanafun,YPP,2121
Akwa Ibom,Ukanafun,ZLP,9
Akwa Ibom,Oron,A,6
Akwa Ibom,Oron,AA,6
Akwa Ibom,Oron,AAC,5
Akwa Ibom,Oron,ADC,52
Akwa Ibom,Oron,ADP,19
Akwa Ibom,Oron,APC,3164
Akwa Ibom,Oron,APGA,4
Akwa Ibom,Oron,APM,4
Akwa Ibom,Oron,APP,2
Akwa Ibom,Oron,BP,4
Akwa Ibom,Oron,LP,76
Akwa Ibom,Oron,NNPP,150
Akwa Ibom,Oron,NRM,20
Akwa Ibom,Oron,PDP,6295
Akwa Ibom,Oron,PRP,5
Akwa Ibom,Oron,SDP,13
Akwa Ibom,Oron,YPP,2624
Akwa Ibom,Oron,ZLP,21
Akwa Ibom,Okobo,A,8
Akwa Ibom,Okobo,AA,13
Akwa Ibom,Okobo,AAC,17
Akwa Ibom,Okobo,ADC,31
Akwa Ibom,Okobo,ADP,0
Akwa Ibom,Okobo,APC,3599
Akwa Ibom,Okobo,APGA,21
Akwa Ibom,Okobo,APM,10
Akwa Ibom,Okobo,APP,3
Akwa Ibom,Okobo,BP,0
Akwa Ibom,Okobo,LP,185
Akwa Ibom,Okobo,NNPP,187
Akwa Ibom,Okobo,NRM,29
Akwa Ibom,Okobo,PDP,7260
Akwa Ibom,Okobo,PRP,8
Akwa Ibom,Okobo,SDP,18
Akwa Ibom,Okobo,YPP,3061
Akwa Ibom,Etinan,A,12
Akwa Ibom,Etinan,AA,12
Akwa Ibom,Etinan,AAC,19
Akwa Ibom,Etinan,ADC,50
Akwa Ibom,Etinan,ADP,31
Akwa Ibom,Etinan,APC,4100
Akwa Ibom,Etinan,APGA,10
Akwa Ibom,Etinan,APM,11
Akwa Ibom,Etinan,APP,3
Akwa Ibom,Etinan,BP,4
Akwa Ibom,Etinan,LP,74
Akwa Ibom,Etinan,NNPP,335
Akwa Ibom,Etinan,NRM,49
Akwa Ibom,Etinan,PDP,15439
Akwa Ibom,Etinan,PRP,12
Akwa Ibom,Etinan,SDP,17
Akwa Ibom,Etinan,YPP,3866
Akwa Ibom,Etinan,ZLP,24
Akwa Ibom,Nsit Ubium,A,70
Akwa Ibom,Nsit Ubium,AA,4
Akwa Ibom,Nsit Ubium,AAC,5
Akwa Ibom,Nsit Ubium,ADC,18
Akwa Ibom,Nsit Ubium,ADP,5
Akwa Ibom,Nsit Ubium,APC,1673
Akwa Ibom,Nsit Ubium,APGA,7
Akwa Ibom,Nsit Ubium,APM,13
Akwa Ibom,Nsit Ubium,APP,6
Akwa Ibom,Nsit Ubium,BP,6
Akwa Ibom,Nsit Ubium,LP,55
Akwa Ibom,Nsit Ubium,NNPP,349
Akwa Ibom,Nsit Ubium,NRM,37
Akwa Ibom,Nsit Ubium,PDP,19359
Akwa Ibom,Nsit Ubium,PRP,17
Akwa Ibom,Nsit Ubium,SDP,4
Akwa Ibom,Nsit Ubium,YPP,1053
Akwa Ibom,Nsit Ubium,ZLP,12
Akwa Ibom,Esit Eket,A,3
Akwa Ibom,Esit Eket,AA,2
Akwa Ibom,Esit Eket,AAC,1
Akwa Ibom,Esit Eket,ADC,18
Akwa Ibom,Esit Eket,ADP,15
Akwa Ibom,Esit Eket,APC,2488
Akwa Ibom,Esit Eket,APGA,7
Akwa Ibom,Esit Eket,APM,6
Akwa Ibom,Esit Eket,APP,2
Akwa Ibom,Esit Eket,BP,2
Akwa Ibom,Esit Eket,LP,12
Akwa Ibom,Esit Eket,NNPP,113
Akwa Ibom,Esit Eket,NRM,16
Akwa Ibom,Esit Eket,PDP,9549
Akwa Ibom,Esit Eket,PRP,10
Akwa Ibom,Esit Eket,SDP,1
Akwa Ibom,Esit Eket,YPP,1765
Akwa Ibom,Esit Eket,ZLP,18
Akwa Ibom,Uruan,A,16
Akwa Ibom,Uruan,AA,4
Akwa Ibom,Uruan,AAC,32
Akwa Ibom,Uruan,ADC,46
Akwa Ibom,Uruan,ADP,35
Akwa Ibom,Uruan,APC,5623
Akwa Ibom,Uruan,APGA,26
Akwa Ibom,Uruan,APM,31
Akwa Ibom,Uruan,APP,3
Akwa Ibom,Uruan,BP,7
Akwa Ibom,Uruan,LP,96
Akwa Ibom,Uruan,NNPP,963
Akwa Ibom,Uruan,NRM,55
Akwa Ibom,Uruan,PDP,12740
Akwa Ibom,Uruan,PRP,13
Akwa Ibom,Uruan,SDP,16
Akwa Ibom,Uruan,YPP,3760
Akwa Ibom,Uruan,ZLP,29
Akwa Ibom,Ibeno,A,3
Akwa Ibom,Ibeno,AA,5
Akwa Ibom,Ibeno,AAC,6
Akwa Ibom,Ibeno,ADC,31
Akwa Ibom,Ibeno,ADP,11
Akwa Ibom,Ibeno,APC,904
Akwa Ibom,Ibeno,APGA,6
Akwa Ibom,Ibeno,APM,1
Akwa Ibom,Ibeno,APP,5
Akwa Ibom,Ibeno,BP,2
Akwa Ibom,Ibeno,LP,53
Akwa Ibom,Ibeno,NNPP,62
Akwa Ibom,Ibeno,NRM,14
Akwa Ibom,Ibeno,PDP,5626
Akwa Ibom,Ibeno,PRP,5
Akwa Ibom,Ibeno,SDP,4
Akwa Ibom,Ibeno,YPP,1932
Akwa Ibom,Ibeno,ZLP,16
Akwa Ibom,Ini,A,7
Akwa Ibom,Ini,AA,0
Akwa Ibom,Ini,AAC,1
Akwa Ibom,Ini,ADC,1
Akwa Ibom,Ini,ADP,2
Akwa Ibom,Ini,APC,883
Akwa Ibom,Ini,APGA,5
Akwa Ibom,Ini,APM,4
Akwa Ibom,Ini,APP,0
Akwa Ibom,Ini,BP,2
Akwa Ibom,Ini,LP,36
Akwa Ibom,Ini,NNPP,137
Akwa Ibom,Ini,NRM,12
Akwa Ibom,Ini,PDP,10058
Akwa Ibom,Ini,PRP,1
Akwa Ibom,Ini,SDP,11
Akwa Ibom,Ini,YPP,6325
Akwa Ibom,Ini,ZLP,19
Akwa Ibom,Ikot Abasi,A,26
Akwa Ibom,Ikot Abasi,AA,6
Akwa Ibom,Ikot Abasi,AAC,19
Akwa Ibom,Ikot Abasi,ADC,396
Akwa Ibom,Ikot Abasi,ADP,27
Akwa Ibom,Ikot Abasi,APC,2360
Akwa Ibom,Ikot Abasi,APGA,14
Akwa Ibom,Ikot Abasi,APM,15
Akwa Ibom,Ikot Abasi,APP,8
Akwa Ibom,Ikot Abasi,BP,10
Akwa Ibom,Ikot Abasi,LP,129
Akwa Ibom,Ikot Abasi,NNPP,158
Akwa Ibom,Ikot Abasi,NRM,28
Akwa Ibom,Ikot Abasi,PDP,13559
Akwa Ibom,Ikot Abasi,PRP,11
Akwa Ibom,Ikot Abasi,SDP,15
Akwa Ibom,Ikot Abasi,YPP,1943
Akwa Ibom,Ikot Abasi,ZLP,26
Akwa Ibom,Eket,A,26
Akwa Ibom,Eket,AA,4
Akwa Ibom,Eket,AAC,16
Akwa Ibom,Eket,ADC,100
Akwa Ibom,Eket,ADP,29
Akwa Ibom,Eket,APC,4770
Akwa Ibom,Eket,APGA,12
