state,lga,party,votes
Imo,Isiala Mbano,APC,10860
Imo,Isiala Mbano,LP,2419
Imo,Isiala Mbano,PDP,1659
Imo,Owerri West,APC,9205
Imo,Owerri West,LP,2597
Imo,Owerri West,PDP,3305
Imo,Ngor Okpala,APC,14143
Imo,Ngor Okpala,LP,2716
Imo,Ngor Okpala,PDP,3451
Imo,Nkwerre,APC,22488
Imo,Nkwerre,LP,1320
Imo,Nkwerre,PDP,2632
Imo,Ahiazu Mbaise,APC,8369
Imo,Ahiazu Mbaise,LP,2214
Imo,Ahiazu Mbaise,PDP,3507
Imo,Isu,APC,11312
Imo,Isu,LP,1253
Imo,Isu,PDP,2508
Imo,Owerri North,APC,8536
Imo,Owerri North,LP,4386
Imo,Owerri North,PDP,3449
Imo,Oru West,APC,38726
Imo,Oru West,LP,1867
Imo,Oru West,PDP,987
Imo,Oru West,APGA,275
Imo,Obowo,APC,17514
Imo,Obowo,LP,3404
Imo,Obowo,PDP,711
Imo,Ideato South,APC,16891
Imo,Ideato South,LP,1649
Imo,Ideato South,PDP,2469
Imo,Okigwe,APC,55585
Imo,Okigwe,LP,2655
Imo,Okigwe,PDP,1688
Jigawa,Auyo,APC,25115
Jigawa,Auyo,LP,59
Jigawa,Auyo,NNPP,1400
Jigawa,Auyo,PDP,10424
Jigawa,Babura,APC,28041
Jigawa,Babura,LP,67
Jigawa,Babura,NNPP,2567
Jigawa,Babura,PDP,13172
Jigawa,Biriniwa,APC,21341
Jigawa,Biriniwa,LP,14
Jigawa,Biriniwa,NNPP,1199
Jigawa,Biriniwa,PDP,12149
Jigawa,Birnin Kudu,APC,33027
Jigawa,Birnin Kudu,LP,30
Jigawa,Birnin Kudu,NNPP,677
Jigawa,Birnin Kudu,PDP,35517
Jigawa,Buji,APC,15941
Jigawa,Buji,LP,7
Jigawa,Buji,NNPP,316
Jigawa,Buji,PDP,11447
Jigawa,Dutse,APC,30051
Jigawa,Dutse,LP,44
Jigawa,Dutse,NNPP,674
Jigawa,Dutse,PDP,28464
Jigawa,Gagarawa,APC,12752
Jigawa,Gagarawa,LP,31
Jigawa,Gagarawa,NNPP,1405
Jigawa,Gagarawa,PDP,8704
Jigawa,Garki,APC,26031
Jigawa,Garki,LP,33
Jigawa,Garki,NNPP,3199
Jigawa,Garki,PDP,12449
Jigawa,Gumel,APC,12921
Jigawa,Gumel,LP,5
Jigawa,Gumel,NNPP,137
Jigawa,Gumel,PDP,9132
Jigawa,Guri,APC,17384
Jigawa,Guri,LP,9
Jigawa,Guri,NNPP,2267
Jigawa,Guri,PDP,6829
Jigawa,Gwaram,APC,34394
Jigawa,Gwaram,LP,309
Jigawa,Gwaram,NNPP,1057
Jigawa,Gwaram,PDP,33832
Jigawa,Gwiwa,APC,17526
Jigawa,Gwiwa,LP,14
Jigawa,Gwiwa,NNPP,368
Jigawa,Gwiwa,PDP,6959
Jigawa,Hadejia,APC,28381
Jigawa,Hadejia,LP,50
Jigawa,Hadejia,NNPP,2001
Jigawa,Hadejia,PDP,4304
Jigawa,Jahun,APC,31376
Jigawa,Jahun,LP,17
Jigawa,Jahun,NNPP,1127
Jigawa,Jahun,PDP,21106
Jigawa,Kafin Hausa,APC,35458
Jigawa,Kafin Hausa,LP,25
Jigawa,Kafin Hausa,NNPP,755
Jigawa,Kafin Hausa,PDP,17049
Jigawa,Kaugama,APC,23557
Jigawa,Kaugama,LP,20
Jigawa,Kaugama,NNPP,2165
Jigawa,Kaugama,PDP,13658
Jigawa,Kazaure,APC,13650
Jigawa,Kazaure,LP,34
Jigawa,Kazaure,NNPP,559
Jigawa,Kazaure,PDP,10138
Jigawa,Kiri Kasama,APC,22255
Jigawa,Kiri Kasama,LP,11
Jigawa,Kiri Kasama,NNPP,1462
Jigawa,Kiri Kasama,PDP,10586
Jigawa,Kiyawa,APC,25397
Jigawa,Kiyawa,LP,10
Jigawa,Kiyawa,NNPP,486
Jigawa,Kiyawa,PDP,16363
Jigawa,Maigatari,APC,19321
Jigawa,Maigatari,LP,11
Jigawa,Maigatari,NNPP,481
Jigawa,Maigatari,PDP,13161
Jigawa,Malam Madori,APC,20538
Jigawa,Malam Madori,LP,25
Jigawa,Malam Madori,NNPP,914
Jigawa,Malam Madori,PDP,10692
Jigawa,Miga,APC,18537
Jigawa,Miga,LP,8
Jigawa,Miga,NNPP,705
Jigawa,Miga,PDP,11520
Jigawa,Ringim,APC,32475
Jigawa,Ringim,LP,44
Jigawa,Ringim,NNPP,7809
Jigawa,Ringim,PDP,12318
Jigawa,Roni,APC,15697
Jigawa,Roni,LP,0
Jigawa,Roni,NNPP,258
Jigawa,Roni,PDP,7419
Jigawa,Sule Tankarkar,APC,22819
Jigawa,Sule Tankarkar,LP,21
Jigawa,Sule Tankarkar,NNPP,1305
Jigawa,Sule Tankarkar,PDP,14512
Jigawa,Taura,APC,25991
Jigawa,Taura,LP,35
Jigawa,Taura,NNPP,1569
Jigawa,Taura,PDP,11753
Jigawa,Yankwashi,APC,8473
Jigawa,Yankwashi,LP,26
Jigawa,Yankwashi,NNPP,294
Jigawa,Yankwashi,PDP,5069
Kaduna,Kaura,APC,7748
Kaduna,Kaura,PDP,15108
Kaduna,Kaura,LP,12950
Kaduna,Kaura,NNPP,618
Kaduna,Giwa,APC,30773
Kaduna,Giwa,PDP,28869
Kaduna,Giwa,LP,221
Kaduna,Giwa,NNPP,547
Kaduna,Sanga,APC,12338
Kaduna,Sanga,PDP,13119
Kaduna,Sanga,LP,2135
Kaduna,Sanga,NNPP,457
Kaduna,Kajuru,APC,8271
Kaduna,Kajuru,PDP,23125
Kaduna,Kajuru,LP,1773
Kaduna,Kajuru,NNPP,982
Kaduna,Jaba,APC,7564
Kaduna,Jaba,PDP,14616
Kaduna,Jaba,LP,2871
Kaduna,Jaba,NNPP,174
Kaduna,Makarfi,APC,25670
Kaduna,Makarfi,PDP,26128
Kaduna,Makarfi,LP,278
Kaduna,Makarfi,NNPP,532
Kaduna,Ikara,APC,29066
Kaduna,Ikara,PDP,28612
Kaduna,Ikara,LP,692
Kaduna,Ikara,NNPP,550
Kaduna,Jema'a,APC,19920
Kaduna,Jema'a,PDP,28963
Kaduna,Jema'a,LP,6017
Kaduna,Jema'a,NNPP,54
Kaduna,Zangon Kataf,APC,11448
Kaduna,Zangon Kataf,PDP,33185
Kaduna,Zangon Kataf,LP,7377
Kaduna,Zangon Kataf,NNPP,534
Kaduna,Kauru,APC,26915
Kaduna,Kauru,PDP,26342
Kaduna,Kauru,LP,3461
Kaduna,Kauru,NNPP,455
Kaduna,Soba,APC,27235
Kaduna,Soba,PDP,30874
Kaduna,Soba,LP,457
Kaduna,Soba,NNPP,335
Kaduna,Sabon Gari,APC,44406
Kaduna,Sabon Gari,PDP,33553
Kaduna,Sabon Gari,LP,972
Kaduna,Sabon Gari,NNPP,2706
Kaduna,Kubau,APC,39855
Kaduna,Kubau,PDP,26627
Kaduna,Kubau,LP,604
Kaduna,Kubau,NNPP,102
Kaduna,Zaria,APC,78659
Kaduna,Zaria,PDP,47091
Kaduna,Zaria,LP,672
Kaduna,Zaria,NNPP,2567
Kaduna,Kaduna South,APC,69170
Kaduna,Kaduna South,PDP,42604
Kaduna,Kaduna South,LP,2292
Kaduna,Kaduna South,NNPP,1048
Kaduna,Kaduna North,APC,65782
Kaduna,Kaduna North,PDP,33120
Kaduna,Kaduna North,LP,1042
Kaduna,Kaduna North,NNPP,4307
Kaduna,Chikun,APC,19979
Kaduna,Chikun,PDP,89946
Kaduna,Chikun,LP,4770
Kaduna,Chikun,NNPP,377
Kaduna,Igabi,APC,74974
Kaduna,Igabi,PDP,40681
Kaduna,Igabi,LP,1178
Kaduna,Igabi,NNPP,1117
Kaduna,Kagarko,APC,18830
Kaduna,Kagarko,PDP,19991
Kaduna,Kagarko,LP,1530
Kaduna,Kagarko,NNPP,221
Kaduna,Kachia,APC,23849
Kaduna,Kachia,PDP,27491
Kaduna,Kachia,LP,1726
Kaduna,Kachia,NNPP,470
Kaduna,Lere,APC,45823
Kaduna,Lere,PDP,46365
Kaduna,Lere,LP,4321
Kaduna,Birnin Gwari,APC,20627
Kaduna,Birnin Gwari,PDP,19954
Kaduna,Birnin Gwari,LP,37
Kaduna,Birnin Gwari,NNPP,726
Kano,Nasarawa,APC,38952
Kano,Nasarawa,NNPP,53434
Kano,Nasarawa,PDP,480
Kano,Kano Municipal,APC,30264
Kano,Kano Municipal,NNPP,47351
Kano,Kano Municipal,PDP,359
Kano,Kano Municipal,ADP,1297
Kano,Gwarzo,APC,26881
Kano,Gwarzo,NNPP,25419
Kano,Gwarzo,PDP,377
Kano,Dala,APC,28880
Kano,Dala,NNPP,54794
Kano,Dala,PDP,239
Kano,Takai,APC,25244
Kano,Takai,NNPP,23666
Kano,Takai,PDP,194
Kano,Gwale,APC,21548
Kano,Gwale,NNPP,39460
Kano,Gwale,PDP,638
Kano,Tarauni,APC,21276
Kano,Tarauni,NNPP,31333
Kano,Tarauni,PDP,321
Kano,Ungogo,APC,24644
Kano,Ungogo,NNPP,33111
Kano,Ungogo,PDP,819
Kano,Kumbotso,APC,22681
Kano,Kumbotso,NNPP,37668
Kano,Kumbotso,PDP,326
Kano,Dawakin Tofa,APC,25226
Kano,Dawakin Tofa,NNPP,24124
Kano,Dawakin Tofa,PDP,258
Kano,Kura,APC,18924
Kano,Kura,NNPP,20989
Kano,Kura,PDP,259
Kano,Garun Mallam,APC,14958
Kano,Garun Mallam,NNPP,15400
Kano,Garun Mallam,PDP,107
Kano,Madobi,APC,17102
Kano,Madobi,NNPP,25151
Kano,Madobi,PDP,203
Kano,Dawakin Kudu,APC,23656
Kano,Dawakin Kudu,NNPP,31814
Kano,Dawakin Kudu,PDP,1350
Kano,Gaya,APC,19272
Kano,Gaya,NNPP,19246
Kano,Gaya,PDP,71
Kano,Kiru,APC,27014
Kano,Kiru,NNPP,29153
Kano,Kiru,PDP,263
Kano,Rimin Gado,APC,12316
Kano,Rimin Gado,NNPP,13402
Kano,Rimin Gado,PDP,64
Kano,Doguwa,APC,20658
Kano,Doguwa,NNPP,17184
Kano,Doguwa,PDP,720
Kano,Sumaila,APC,19682
Kano,Sumaila,NNPP,29057
Kano,Sumaila,PDP,113
Kano,Bichi,APC,46443
Kano,Bichi,NNPP,23029
Kano,Bichi,PDP,112
Kano,Bunkure,APC,17156
Kano,Bunkure,NNPP,19277
Kano,Bunkure,PDP,692
Kano,Garko,APC,14658
Kano,Garko,NNPP,18808
Kano,Garko,PDP,162
Kano,Dambatta,APC,16995
Kano,Dambatta,NNPP,9674
Kano,Dambatta,PDP,1107
Kano,Tudun Wada,APC,24382
Kano,Tudun Wada,NNPP,27434
Kano,Tudun Wada,PDP,166
Kano,Warawa,APC,16296
Kano,Warawa,NNPP,14629
Kano,Warawa,PDP,201
Kano,Gezawa,APC,19961
Kano,Gezawa,NNPP,22077
Kano,Gezawa,PDP,277
Kano,Kibiya,APC,13260
Kano,Kibiya,NNPP,17157
Kano,Kibiya,PDP,52
Kano,Kabo,APC,23599
Kano,Kabo,NNPP,16963
Kano,Kabo,PDP,2118
Kano,Bagwai,APC,21295
Kano,Bagwai,NNPP,17311
Kano,Bagwai,PDP,51
Kano,Shanono,APC,17249
Kano,Shanono,NNPP,13650
Kano,Shanono,PDP,272
Kano,Ajingi,APC,14438
Kano,Ajingi,NNPP,15422
Kano,Ajingi,PDP,103
Kano,Gabasawa,APC,17584
Kano,Gabasawa,NNPP,19507
Kano,Gabasawa,PDP,1269
Kano,Albasu,APC,16959
Kano,Albasu,NNPP,19952
Kano,Albasu,PDP,293
Kano,Minjibir,APC,16039
Kano,Minjibir,NNPP,17575
Kano,Minjibir,PDP,189
Kano,Minjibir,ADP,148
Kano,Tsanyawa,APC,18746
Kano,Tsanyawa,NNPP,16767
Kano,Tsanyawa,PDP,71
Kano,Makoda,APC,15006
Kano,Makoda,NNPP,13956
Kano,Makoda,PDP,101
Kano,Rogo,APC,11112
Kano,Rogo,NNPP,18559
Kano,Rogo,PDP,124
Kano,Wudil,APC,20299
Kano,Wudil,NNPP,21740
Kano,Wudil,PDP,118
Kano,Kunchi,APC,13215
Kano,Kunchi,NNPP,10674
Kano,Kunchi,PDP,34
Kano,Karaye,APC,14515
Kano,Karaye,NNPP,15838
Kano,Karaye,PDP,77
Kano,Rano,APC,17090
Kano,Rano,NNPP,18040
Kano,Rano,PDP,225
Kano,Bebeji,APC,14782
Kano,Bebeji,NNPP,21001
Kano,Bebeji,PDP,254
Kano,Bebeji,OTHERS,0
Kano,Fagge,APC,17457
Kano,Fagge,NNPP,23015
Kano,Fagge,PDP,540
Kano,Fagge,OTHERS,0
Kano,Tofa,APC,12996
Kano,Tofa,NNPP,15789
Kano,Tofa,PDP,183
Kano,Tofa,OTHERS,0
Katsina,Dutsin-Ma,APC,23878
Katsina,Dutsin-Ma,PDP,14328
Katsina,Dutsin-Ma,LP,27
Katsina,Dutsin-Ma,NNPP,755
Katsina,Dutsin-Ma,PRP,924
Katsina,Dutsin-Ma,SDP,12
Katsina,Faskari,APC,27366
Katsina,Faskari,PDP,22565
Katsina,Faskari,LP,10
Katsina,Faskari,NNPP,152
Katsina,Faskari,PRP,20
Katsina,Faskari,SDP,7
Katsina,Kankara,APC,21652
Katsina,Kankara,PDP,27984
Katsina,Kankara,LP,1
Katsina,Kankara,NNPP,151
Katsina,Kankara,PRP,28
Katsina,Kankara,SDP,1
Katsina,Malumfashi,APC,43522
Katsina,Malumfashi,PDP,24676
Katsina,Malumfashi,LP,41
Katsina,Malumfashi,NNPP,519
Katsina,Malumfashi,PRP,50
Katsina,Malumfashi,SDP,55
Katsina,Danja,APC,28040
Katsina,Danja,PDP,16302
Katsina,Danja,LP,0
Katsina,Danja,NNPP,39
Katsina,Danja,PRP,39
Katsina,Danja,SDP,2
Katsina,Matazu,APC,18363
Katsina,Matazu,PDP,10551
Katsina,Matazu,LP,2
Katsina,Matazu,NNPP,9
Katsina,Matazu,PRP,7
Katsina,Matazu,SDP,0
Katsina,Bakori,APC,29892
Katsina,Bakori,PDP,19592
Katsina,Bakori,LP,7
Katsina,Bakori,NNPP,294
Katsina,Bakori,PRP,793
Katsina,Bakori,SDP,34
Katsina,Katsina,APC,47241
Katsina,Katsina,PDP,28982
Katsina,Katsina,LP,94
Katsina,Katsina,NNPP,305
Katsina,Katsina,PRP,915
Katsina,Katsina,SDP,529
Katsina,Danmusa,APC,20145
Katsina,Danmusa,PDP,12514
Katsina,Danmusa,LP,0
Katsina,Danmusa,NNPP,23
Katsina,Danmusa,PRP,7
Katsina,Danmusa,SDP,0
Katsina,Sabuwa,APC,16224
Katsina,Sabuwa,PDP,11340
Katsina,Sabuwa,LP,1
Katsina,Sabuwa,NNPP,27
Katsina,Sabuwa,PRP,8
Katsina,Sabuwa,SDP,15
Katsina,Kurfi,APC,18750
Katsina,Kurfi,PDP,10545
Katsina,Kurfi,LP,19
Katsina,Kurfi,NNPP,2134
Katsina,Kurfi,PRP,14
Katsina,Kurfi,SDP,2
Katsina,Charanchi,APC,20782
Katsina,Charanchi,PDP,7539
Katsina,Charanchi,LP,5
Katsina,Charanchi,NNPP,66
Katsina,Charanchi,PRP,11
Katsina,Charanchi,SDP,0
Katsina,Kankia,APC,18249
Katsina,Kankia,PDP,14830
Katsina,Kankia,LP,1
Katsina,Kankia,NNPP,16
Katsina,Kankia,PRP,22
Katsina,Kankia,SDP,0
Katsina,Jibia,APC,21216
Katsina,Jibia,PDP,13259
Katsina,Jibia,LP,8
Katsina,Jibia,NNPP,22
Katsina,Jibia,PRP,34
Katsina,Jibia,SDP,5
Katsina,Batsari,APC,20053
Katsina,Batsari,PDP,10247
Katsina,Batsari,LP,11
Katsina,Batsari,NNPP,239
Katsina,Batsari,PRP,158
Katsina,Batsari,SDP,2
Katsina,Mashi,APC,28793
Katsina,Mashi,PDP,8896
Katsina,Mashi,LP,8
Katsina,Mashi,NNPP,74
Katsina,Mashi,PRP,11
Katsina,Mashi,SDP,102
Katsina,Daura,APC,26548
Katsina,Daura,PDP,10689
Katsina,Daura,LP,8
Katsina,Daura,NNPP,78
Katsina,Daura,PRP,27
Katsina,Daura,SDP,8
Katsina,Funtua,APC,31924
Katsina,Funtua,PDP,19849
Katsina,Funtua,LP,39
Katsina,Funtua,NNPP,314
Katsina,Funtua,PRP,218
Katsina,Funtua,SDP,3
Katsina,Safana,APC,15417
Katsina,Safana,PDP,10450
Katsina,Safana,LP,2
Katsina,Safana,NNPP,9
Katsina,Safana,PRP,53
Katsina,Safana,SDP,143
Katsina,Mani,APC,29678
Katsina,Mani,PDP,16180
Katsina,Mani,LP,16
Katsina,Mani,NNPP,231
Katsina,Mani,PRP,28
Katsina,Mani,SDP,10
Katsina,Kusada,APC,13750
Katsina,Kusada,PDP,11151
Katsina,Kusada,LP,4
Katsina,Kusada,NNPP,5
Katsina,Kusada,PRP,17
Katsina,Rimi,APC,28202
Katsina,Rimi,PDP,13823
Katsina,Rimi,LP,13
Katsina,Rimi,NNPP,397
Katsina,Zango,APC,19757
Katsina,Zango,PDP,10477
Katsina,Zango,NNPP,4
Katsina,Zango,PRP,14
Katsina,Maiadua,APC,28436
Katsina,Maiadua,PDP,11506
Katsina,Maiadua,NNPP,68
Katsina,Maiadua,PRP,10
Katsina,Kaita,APC,24121
Katsina,Kaita,PDP,9824
Katsina,Kaita,NNPP,53
Katsina,Kaita,PRP,20
Katsina,Bindawa,APC,28997
Katsina,Bindawa,PDP,12165
Katsina,Bindawa,NNPP,957
Katsina,Bindawa,PRP,47
Katsina,Ingawa,APC,22080
Katsina,Ingawa,PDP,12255
Katsina,Ingawa,NNPP,209
Katsina,Ingawa,PRP,217
Katsina,Batagarawa,APC,26326
Katsina,Batagarawa,PDP,13510
Katsina,Batagarawa,NNPP,212
Katsina,Batagarawa,PRP,81
Katsina,Dandume,APC,23710
Katsina,Dandume,PDP,14792
Katsina,Dandume,NNPP,220
Katsina,Dandume,PRP,146
Katsina,Dutsi,APC,15631
Katsina,Dutsi,PDP,8419
Katsina,Dutsi,NNPP,10
Katsina,Dutsi,PRP,10
Katsina,Baure,APC,32802
Katsina,Baure,PDP,17888
Katsina,Baure,NNPP,62
Katsina,Baure,PRP,12
Katsina,Sandamu,APC,21055
Katsina,Sandamu,PDP,10641
Katsina,Sandamu,NNPP,1
Katsina,Sandamu,PRP,3
Katsina,Kafur,APC,42660
Katsina,Kafur,PDP,18733
Katsina,Kafur,OTHERS,489
Katsina,Musawa,APC,24632
Katsina,Musawa,PDP,10118
Katsina,Musawa,OTHERS,0
Kebbi,Argungu,APC,23692
Kebbi,Argungu,PDP,29530
Kebbi,Jega,APC,23542
Kebbi,Jega,PDP,19547
Kebbi,Suru,APC,19418
Kebbi,Suru,PDP,17310
Kebbi,Augie,APC,17595
Kebbi,Augie,PDP,15889
Kebbi,Maiyama,APC,17283
Kebbi,Maiyama,PDP,15252
Kebbi,Gwandu,APC,16028
Kebbi,Gwandu,PDP,15001
Kebbi,Bunza,APC,15830
Kebbi,Bunza,PDP,14203
Kebbi,Aliero,APC,11126
Kebbi,Aliero,PDP,15828
Kebbi,Yauri,APC,15131
Kebbi,Yauri,PDP,14241
Kebbi,Koko/Besse,APC,13138
Kebbi,Koko/Besse,PDP,10969
Kebbi,Kalgo,APC,11799
Kebbi,Kalgo,PDP,10422
Kogi,Ajaokuta,A,6
Kogi,Ajaokuta,AA,24
Kogi,Ajaokuta,AAC,8
Kogi,Ajaokuta,ADC,247
Kogi,Ajaokuta,ADP,55
Kogi,Ajaokuta,APC,23211
Kogi,Ajaokuta,APGA,24
Kogi,Ajaokuta,APM,5
Kogi,Ajaokuta,APP,86
Kogi,Ajaokuta,BP,9
Kogi,Ajaokuta,LP,26
Kogi,Ajaokuta,NNPP,9
Kogi,Ajaokuta,NRM,14
Kogi,Ajaokuta,PDP,483
Kogi,Ajaokuta,PRP,37
Kogi,Ajaokuta,SDP,8869
Kogi,Ajaokuta,YPP,45
Kogi,Ajaokuta,ZLP,15
Kogi,Dekina,A,776
Kogi,Dekina,AA,20
Kogi,Dekina,AAC,34
Kogi,Dekina,ADC,421
Kogi,Dekina,ADP,104
Kogi,Dekina,APC,9174
Kogi,Dekina,APGA,35
Kogi,Dekina,APM,6
Kogi,Dekina,APP,67
Kogi,Dekina,BP,8
Kogi,Dekina,LP,18
Kogi,Dekina,NNPP,17
Kogi,Dekina,NRM,5
Kogi,Dekina,PDP,499
Kogi,Dekina,PRP,213
Kogi,Dekina,SDP,47480
Kogi,Dekina,YPP,252
Kogi,Dekina,ZLP,22
Kogi,Okene,A,13
Kogi,Okene,AA,288
Kogi,Okene,AAC,54
Kogi,Okene,ADC,261
Kogi,Okene,ADP,45
Kogi,Okene,APC,138416
Kogi,Okene,APGA,106
Kogi,Okene,APM,16
Kogi,Okene,APP,12
Kogi,Okene,BP,18
Kogi,Okene,LP,292
Kogi,Okene,NNPP,14
Kogi,Okene,NRM,2
Kogi,Okene,PDP,1463
Kogi,Okene,PRP,36
Kogi,Okene,SDP,271
Kogi,Okene,YPP,16
Kogi,Okene,ZLP,27
Kogi,Ankpa,A,54
Kogi,Ankpa,AA,71
Kogi,Ankpa,AAC,9
Kogi,Ankpa,ADC,186
Kogi,Ankpa,ADP,66
Kogi,Ankpa,APC,8707
Kogi,Ankpa,APGA,28
Kogi,Ankpa,APM,11
Kogi,Ankpa,APP,116
Kogi,Ankpa,BP,3
Kogi,Ankpa,LP,12
Kogi,Ankpa,NNPP,12
Kogi,Ankpa,NRM,36
Kogi,Ankpa,PDP,3654
Kogi,Ankpa,PRP,66
Kogi,Ankpa,SDP,43258
Kogi,Ankpa,YPP,84
Kogi,Ankpa,ZLP,22
Kogi,Olamaboro,A,77
Kogi,Olamaboro,AA,4
Kogi,Olamaboro,AAC,46
Kogi,Olamaboro,ADC,126
Kogi,Olamaboro,ADP,35
Kogi,Olamaboro,APC,5572
Kogi,Olamaboro,APGA,21
Kogi,Olamaboro,APM,3
Kogi,Olamaboro,APP,143
Kogi,Olamaboro,BP,2
Kogi,Olamaboro,LP,15
Kogi,Olamaboro,NNPP,8
Kogi,Olamaboro,NRM,7
Kogi,Olamaboro,PDP,1376
Kogi,Olamaboro,PRP,47
Kogi,Olamaboro,SDP,22173
Kogi,Olamaboro,YPP,62
Kogi,Olamaboro,ZLP,14
Kogi,Omala,A,33
Kogi,Omala,AA,5
Kogi,Omala,AAC,7
Kogi,Omala,ADC,218
Kogi,Omala,ADP,26
Kogi,Omala,APC,2902
Kogi,Omala,APGA,7
Kogi,Omala,APM,1
Kogi,Omala,APP,50
Kogi,Omala,BP,2
Kogi,Omala,LP,5
Kogi,Omala,NNPP,1
Kogi,Omala,NRM,4
Kogi,Omala,PDP,832
Kogi,Omala,PRP,19
Kogi,Omala,SDP,18160
Kogi,Omala,YPP,38
Kogi,Omala,ZLP,7
Kogi,Bassa,A,47
Kogi,Bassa,AA,10
Kogi,Bassa,AAC,32
Kogi,Bassa,ADC,448
Kogi,Bassa,ADP,51
Kogi,Bassa,APC,9515
Kogi,Bassa,APGA,20
Kogi,Bassa,APM,11
Kogi,Bassa,APP,144
Kogi,Bassa,BP,2
Kogi,Bassa,LP,5
Kogi,Bassa,NNPP,7
Kogi,Bassa,NRM,25
Kogi,Bassa,PDP,3605
Kogi,Bassa,PRP,35
Kogi,Bassa,SDP,7543
Kogi,Bassa,YPP,40
Kogi,Bassa,ZLP,14
Kogi,Koton Karfe,A,6
Kogi,Koton Karfe,AA,31
Kogi,Koton Karfe,AAC,8
Kogi,Koton Karfe,ADC,133
Kogi,Koton Karfe,ADP,44
Kogi,Koton Karfe,APC,14769
Kogi,Koton Karfe,APGA,16
Kogi,Koton Karfe,APM,5
Kogi,Koton Karfe,APP,37
Kogi,Koton Karfe,BP,2
Kogi,Koton Karfe,LP,9
Kogi,Koton Karfe,NNPP,5
Kogi,Koton Karfe,NRM,8
Kogi,Koton Karfe,PDP,2974
Kogi,Koton Karfe,PRP,24
Kogi,Koton Karfe,SDP,8441
Kogi,Koton Karfe,YPP,25
Kogi,Koton Karfe,ZLP,4
Kogi,Ofu,A,26
Kogi,Ofu,AA,60
Kogi,Ofu,AAC,28
Kogi,Ofu,ADC,297
Kogi,Ofu,ADP,66
Kogi,Ofu,APC,5245
Kogi,Ofu,APGA,26
Kogi,Ofu,APM,12
Kogi,Ofu,APP,141
Kogi,Ofu,BP,2
Kogi,Ofu,LP,19
Kogi,Ofu,NNPP,12
Kogi,Ofu,NRM,11
Kogi,Ofu,PDP,293
Kogi,Ofu,PRP,62
Kogi,Ofu,SDP,28768
Kogi,Ofu,YPP,86
Kogi,Ofu,ZLP,26
Kogi,Adavi,A,6
Kogi,Adavi,AA,27
Kogi,Adavi,ADC,268
Kogi,Adavi,ADP,9
Kogi,Adavi,APC,101156
Kogi,Adavi,APGA,0
